startTime,endTime,duration,qualifiers,channels,ratings,stationId,program.tmsId,program.rootId,program.subType,program.title,program.releaseYear,program.releaseDate,program.titleLang,program.descriptionLang,program.entityType,program.genres,program.audience,program.longDescription,program.shortDescription,program.topCast,program.directors,program.qualityRating.ratingsBody,program.qualityRating.value,program.ratings,program.preferredImage.width,program.preferredImage.height,program.preferredImage.uri,program.preferredImage.category,program.preferredImage.text,program.preferredImage.primary,station.stationId,station.callSign,station.videoQuality.signalType,station.videoQuality.videoType,station.preferredImage.width,station.preferredImage.height,station.preferredImage.uri,station.preferredImage.category,station.preferredImage.primary,station.channel,program.sportsId,station.affiliateCallSign,station.affiliateId,station.videoQuality.truResolution,program.preferredImage.caption.content,program.preferredImage.caption.lang
2020-11-10T19:15Z,2020-11-10T21:44Z,149,"['CC', 'DD 5.1', 'Stereo']",['582'],,16311,MV001010710000,26760,Feature Film,Traffic,2000.0,2000-12-27,en,en,Movie,['Crime drama'],,"A contemporary thriller set in the world of drug trafficking. Traffic evokes the high stakes and high risks of the drug trade, as seen through a series of interrelated stories, some of which are highly personal and some of which are filled with intrigue and danger.","Drug lords and law-enforcement officials (Michael Douglas, Don Cheadle, Benicio Del Toro) wage war.","['Michael Douglas', 'Don Cheadle', 'Benicio Del Toro']",['Steven Soderbergh'],TMS,3.5,"[{'body': 'Motion Picture Association of America', 'code': 'R', 'subRating': 'Pervasive Drug Content|Violence|Some Sexuality|Strong Language'}, {'body': 'British Board of Film Classification', 'code': '18', 'subRating': 'Moderate Violence|Coarse Language|Strong Drug Scenes'}, {'body': ""Alberta's Film Classification Board"", 'code': '14A', 'subRating': 'Coarse Language|Drug Use'}, {'body': 'B.C. Film Classification Office', 'code': '14A', 'subRating': 'Coarse Language|Violence|Suggestive Scenes'}, {'body': 'Manitoba Film Classification Board', 'code': '14A', 'subRating': 'Substance Abuse|Foul Language'}, {'body': 'Régie du cinéma', 'code': '13+'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': '14A', 'subRating': 'Violence|Coarse Language|Suggestive Scenes'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'C'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '18'}, {'body': 'UK Content Provider', 'code': '18'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '16'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'K16'}, {'body': 'Australian Classification Board', 'code': 'MA 15+', 'subRating': 'Drug Use|Adult Themes'}, {'body': ""Conseil Supérieur de l'Audiovisuel"", 'code': '-12'}, {'body': 'Film & Publication Board', 'code': '18'}, {'body': 'Medietilsynet', 'code': '15 år'}]",240,360,assets/p26760_v_v5_aa.jpg,VOD Art,yes,true,16311,STZE,Digital,SDTV,360,270,assets/s16311_ll_h3_ab.png,Logo,true,582,,,,,,
2020-11-10T19:15Z,2020-11-10T20:50Z,95,"['CC', 'DD 5.1', 'Stereo']",['514'],,16585,MV003480090000,8506961,Feature Film,Mr. Popper's Penguins,2011.0,2011-06-17,en,en,Movie,"['Comedy', 'Children']",Children,"Mr. Popper (Jim Carrey) is a successful real estate developer in Manhattan. He lives in a posh apartment on Park Avenue, and is on the fast track to a partnership in a prestigious company. However, his life changes radically when he receives a final gift from his late father -- a live penguin, which is soon joined by five more penguins. The birds' antics soon win over Mr. Popper, and as he bonds with the penguins, his chilly relationship with his ex-wife (Carla Gugino) and kids begins to thaw.",A man (Jim Carrey) turns his posh apartment into a winter wonderland after he inherits six penguins.,"['Jim Carrey', 'Carla Gugino', 'Angela Lansbury']",['Mark Waters'],TMS,2.5,"[{'body': 'Motion Picture Association of America', 'code': 'PG', 'subRating': 'Mild Rude Humor|Some Language'}, {'body': ""Alberta's Film Classification Board"", 'code': 'G'}, {'body': 'Maritime Film Classification Board', 'code': 'G'}, {'body': 'British Board of Film Classification', 'code': 'PG', 'subRating': 'Comic Threat|Brief Drug References'}, {'body': 'B.C. Film Classification Office', 'code': 'G'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': 'G'}, {'body': 'Régie du cinéma', 'code': 'G'}, {'body': 'UK Content Provider', 'code': 'PG'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': 'L'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'S'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '0'}, {'body': 'Australian Classification Board', 'code': 'G'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'A'}]",240,360,assets/p8506961_v_v5_ab.jpg,VOD Art,yes,true,16585,HBOF,Digital,SDTV,360,270,assets/s16585_ll_h3_aa.png,Logo,true,514,,,,,,
2020-11-10T19:15Z,2020-11-10T21:25Z,130,"['CC', 'DD 5.1', 'Stereo']",['522'],,18430,MV003425500000,8418474,Feature Film,Sherlock Holmes: A Game of Shadows,2011.0,2011-12-16,en,en,Movie,"['Action', 'Adventure', 'Mystery']",,"When Austria's crown prince is found dead, evidence seems to point to suicide. However, detective Sherlock Holmes (Robert Downey Jr.) deduces that the prince was murdered and that the crime is but a piece of a puzzle designed by an evil genius named Moriarty (Jared Harris). Holmes and his friend Dr. Watson (Jude Law), who are accompanied by a Gypsy (Noomi Rapace) whose life Holmes saved, chase Moriarty across Europe in the hope that they can thwart his plot before it can come to fruition.","The famous detective and his astute associate face their archenemy, evil genius Moriarty.","['Robert Downey', 'Jude Law', 'Noomi Rapace']",['Guy Ritchie'],TMS,2.5,"[{'body': 'Motion Picture Association of America', 'code': 'PG-13', 'subRating': 'Intense Sequences of Action|Some Drug Material|Intense Sequences of Violence'}, {'body': 'British Board of Film Classification', 'code': '12A', 'subRating': 'Moderate Violence'}, {'body': 'B.C. Film Classification Office', 'code': 'PG', 'subRating': 'Violence'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': 'PG', 'subRating': 'Violence'}, {'body': 'Régie du cinéma', 'code': 'G'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '14'}, {'body': 'UK Content Provider', 'code': '12'}, {'body': 'Medietilsynet', 'code': '15 år'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'K12'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '12'}, {'body': 'Film & Publication Board', 'code': '13', 'subRating': 'V'}, {'body': 'Instituto de Cinematografía y de las Artes Visuales', 'code': '7'}, {'body': 'Australian Classification Board', 'code': 'M 15+'}, {'body': ""Conseil Supérieur de l'Audiovisuel"", 'code': '-10'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'B'}]",240,360,assets/p8418474_v_v5_aj.jpg,VOD Art,yes,true,18430,HBOCP,Digital,SDTV,360,270,assets/s18429_ll_h3_aa.png,Logo,true,522,,,,,,
2020-11-10T19:17Z,2020-11-10T21:00Z,103,['CC'],['608'],,102903,MV012412100000,16668837,Feature Film,Dragon Ball Super: Broly,2018.0,2018-12-14,en,en,Movie,"['Action', 'Adventure', 'Anime']",,"Goku and Vegeta encounter Broly, a Saiyan warrior.","Goku and Vegeta encounter Broly, a Saiyan warrior.","['Masako Nozawa', 'Ryō Horikawa', 'Ryūsei Nakao']",['Tatsuya Nagamine'],TMS,3,"[{'body': 'Motion Picture Association of America', 'code': 'PG', 'subRating': 'Frenetic Sequences of Action|Language|Violence'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': 'PG', 'subRating': 'Violence'}, {'body': 'B.C. Film Classification Office', 'code': 'PG', 'subRating': 'Violence'}, {'body': 'Manitoba Film Classification Board', 'code': 'PG', 'subRating': 'Violence'}, {'body': ""Alberta's Film Classification Board"", 'code': 'PG'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '10', 'subRating': 'Violência Fantasiosa'}, {'body': 'Régie du cinéma', 'code': 'G', 'subRating': 'Not Rec. for Young Children'}, {'body': 'Australian Classification Board', 'code': 'PG'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'A'}]",240,360,assets/p16668837_v_v5_aa.jpg,VOD Art,yes,true,102903,STZENFS,Digital,SDTV,360,270,assets/s102903_ll_h3_aa.png,Logo,true,608,,,,,,
2020-11-10T19:20Z,2020-11-10T21:00Z,100,['CC'],['539'],,12508,MV000033990000,2095,Feature Film,Beneath the Planet of the Apes,1970.0,1970-05-26,en,en,Movie,['Science fiction'],,"The second installment in ""The Planet of the Apes"" series. Here, an earthling sent to find the astronauts of the original film discovers not only a world of intelligent, talking apes, but an underground cult of grotesque ""humans"" who are the survivors of a nuclear blast years ago.",A time-warped astronaut (James Franciscus) lands on ape-ruled Earth.,"['James Franciscus', 'Kim Hunter', 'Charlton Heston']",['Ted Post'],TMS,3,"[{'body': 'Motion Picture Association of America', 'code': 'G'}, {'body': 'British Board of Film Classification', 'code': 'U'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': 'L'}, {'body': 'UK Content Provider', 'code': '15'}, {'body': 'Australian Classification Board', 'code': 'PG'}, {'body': 'Régie du cinéma', 'code': '13+'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '12'}]",240,360,assets/p2095_v_v5_aa.jpg,VOD Art,yes,true,12508,MAXP,Digital,SDTV,360,270,assets/s10120_ll_h3_ab.png,Logo,true,539,,,,,,
2020-11-10T19:24Z,2020-11-10T21:30Z,126,"['CC', 'DD 5.1', 'Stereo']",['609'],,17125,MV000581040000,20884,Feature Film,The Newton Boys,1998.0,1998-03-27,en,en,Movie,['Crime drama'],,"Seeking an escape from poverty, sibling Texas farmers (Matthew McConaughey, Skeet Ulrich, Ethan Hawke) gain notoriety as daring 1920s bank robbers.","Siblings (Matthew McConaughey, Skeet Ulrich, Ethan Hawke) gain notoriety as 1920s bank robbers.","['Matthew McConaughey', 'Skeet Ulrich', 'Ethan Hawke']",['Richard Linklater'],TMS,2,"[{'body': 'Motion Picture Association of America', 'code': 'PG-13', 'subRating': 'Violence|Language|Bloody Aftermath of a Shooting'}, {'body': 'Australian Classification Board', 'code': 'M 15+', 'subRating': 'Medium Level Violence'}, {'body': 'British Board of Film Classification', 'code': '15'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '14'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'K16'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '12'}, {'body': 'Régie du cinéma', 'code': 'G', 'subRating': 'Not Rec. for Young Children'}]",240,360,assets/p20884_v_v5_ac.jpg,VOD Art,yes,true,17125,STZENCP,Digital,SDTV,360,270,assets/s10178_ll_h3_ab.png,Logo,true,609,,,,,,
2020-11-10T19:30Z,2020-11-10T21:22Z,112,"['CC', 'DD 5.1', 'New', 'Premiere']",['538'],,25621,MV005163960000,10238564,Feature Film,Pulling Strings,2013.0,2013-10-04,en,en,Movie,['Romantic comedy'],,"Rachel, a diplomatic consul, passes out on a street in Mexico City after a night of drinking. She is rescued by Alejandro, a single father whose visa she rejected the day before, and sparks fly between the two.",Romance blossoms between Rachel and Alejandro after he rescues her from the street.,"['Tom Arnold', 'Jaime Camil', 'Stockard Channing']",['Pitipol Ybarra'],TMS,2.5,"[{'body': 'Motion Picture Association of America', 'code': 'PG', 'subRating': 'Brief Smoking|Language'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'A'}]",240,360,assets/p10238564_v_v5_aa.jpg,VOD Art,yes,true,25621,MOVIE,Digital,SDTV,360,270,assets/s25621_ll_h3_ad.png,Logo,true,538,,,,,,
2020-11-10T19:30Z,2020-11-10T22:00Z,150,['CC'],['625'],"[{'body': 'USA Parental Rating', 'code': 'TV14', 'subRating': 'Violence|Sex|Language|Dialog'}]",16108,MV000058110000,3464,Feature Film,High Plains Drifter,1973.0,1973-04-19,en,en,Movie,['Western'],,"In this Western, a drifter with no name (Clint Eastwood) wanders into a small town, where his gun-slinging abilities are in high demand. When the drifter rides into Lago, he is met with incredulity and disapproval by the townspeople. But once he shows his skills with a pistol, the locals realize he may be able to help them fend off a band of criminals who have been terrorizing the town. He agrees to help the townspeople, but does so with his own secret agenda.",Stranger (Clint Eastwood) makes town prepare garish welcome for convicts.,"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill']",['Clint Eastwood'],TMS,3,"[{'body': 'Motion Picture Association of America', 'code': 'R'}, {'body': 'UK Content Provider', 'code': '18'}, {'body': 'British Board of Film Classification', 'code': '18'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'K16'}, {'body': 'Régie du cinéma', 'code': '13+'}, {'body': ""Conseil Supérieur de l'Audiovisuel"", 'code': '-10'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '16', 'subRating': 'Drogas Lícitas|Violência'}, {'body': 'Australian Classification Board', 'code': 'M 15+'}]",240,360,assets/p3464_v_v5_ah.jpg,VOD Art,yes,true,16108,SUNDANC,Digital,SDTV,360,270,assets/s16108_ll_h3_aa.png,Logo,true,625,,,,,,
2020-11-10T19:30Z,2020-11-10T21:15Z,105,"['CC', 'DD 5.1', 'Stereo']",['556'],,25270,MV005562490000,10620323,Feature Film,Laggies,2014.0,2014-10-24,en,en,Movie,"['Comedy drama', 'Romance']",,"When 28-year-old Megan (Keira Knightley) attends her 10-year high-school reunion, she realizes that very little in her life has changed. An unexpected marriage proposal from her boyfriend sparks a panic in Megan, causing her to wander off into the night. She meets 16-year-old Annika (Chloë Grace Moretz) who is with friends and proceeds to get drunk with the teens. Deciding she needs a break from her unfulfilling life, she tells her boyfriend she's going to a seminar but hangs with Annika.","After her boyfriend proposes, a woman secretly flees to the side of her new teenage friend.","['Keira Knightley', 'Chloë Grace Moretz', 'Sam Rockwell']",['Lynn Shelton'],TMS,3,"[{'body': 'Motion Picture Association of America', 'code': 'R', 'subRating': 'Teen Partying|Language|Some Sexual Material'}, {'body': 'Manitoba Film Classification Board', 'code': '14A', 'subRating': 'Coarse Language'}, {'body': 'B.C. Film Classification Office', 'code': 'PG', 'subRating': 'Coarse and Sexual Language'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': 'PG', 'subRating': 'Coarse and Sexual Language'}, {'body': ""Alberta's Film Classification Board"", 'code': '14A'}, {'body': 'Régie du cinéma', 'code': 'G', 'subRating': 'Not Rec. for Young Children'}, {'body': 'UK Content Provider', 'code': '15'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '0'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '12'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'K12'}, {'body': 'Australian Classification Board', 'code': 'M 15+'}]",240,360,assets/p10620323_v_v5_ah.jpg,VOD Art,yes,true,25270,NEXT,Digital,SDTV,360,270,assets/s25270_ll_h3_ac.png,Logo,true,556,,,,,,
2020-11-10T19:30Z,2020-11-10T21:15Z,105,"['CC', 'DD 5.1', 'Stereo']",['558'],,25274,MV010060200000,14149839,Feature Film,The Man Who Invented Christmas,2017.0,2017-11-22,en,en,Movie,"['Historical drama', 'Biography', 'Holiday']",,"In 1843 London, author Charles Dickens finds himself in financial trouble after writing three unsuccessful novels in a row. Desperate for a hit, Dickens relies on real-life inspiration and his vivid imagination to bring Ebenezer Scrooge, Tiny Tim and other classic characters to life in ""A Christmas Carol,"" forever changing the holiday season into the celebration known today.","Author Charles Dickens brings classic characters to life in ""A Christmas Carol"" in 1843.","['Dan Stevens', 'Christopher Plummer', 'Jonathan Pryce']",['Bharat Nalluri'],TMS,2.5,"[{'body': 'Motion Picture Association of America', 'code': 'PG', 'subRating': 'Thematic Elements|Some Mild Language'}, {'body': 'Manitoba Film Classification Board', 'code': 'PG'}, {'body': ""Alberta's Film Classification Board"", 'code': 'PG'}, {'body': 'B.C. Film Classification Office', 'code': 'PG', 'subRating': 'May Frighten Young Children|Violence'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': 'PG', 'subRating': 'May Frighten Young Children|Violence'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '12'}, {'body': 'Régie du cinéma', 'code': 'G'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '6'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'A'}, {'body': 'Australian Classification Board', 'code': 'PG'}]",240,360,assets/p14149839_v_v5_aa.jpg,VOD Art,yes,true,25274,FAMZ,Digital,SDTV,360,270,assets/s25274_ll_h3_ac.png,Logo,true,558,,,,,,
2020-11-10T19:30Z,2020-11-10T21:30Z,120,"['CC', 'DD 5.1', 'Stereo']",['555'],,20622,MV000473380000,18278,Feature Film,Chain Reaction,1996.0,1996-08-02,en,en,Movie,['Action'],,"At a Chicago university, a research team that includes brilliant Eddie Kasalivich (Keanu Reeves) experiences a breakthrough: a stable form of fusion that may lead to a waste-free energy source. However, Dr. Paul Shannon (Morgan Freeman) has ties to a private company that wants to exploit the technology, so Kasalivich and Dr. Lily Sinclair (Rachel Weisz) are framed for murder, and the fusion device is stolen. On the run from the FBI, they must recover the technology and exonerate themselves.","Scientists (Keanu Reeves, Rachel Weisz) are framed for sabotaging a water project.","['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz']",['Andrew Davis'],TMS,2,"[{'body': 'Motion Picture Association of America', 'code': 'PG-13'}, {'body': 'British Board of Film Classification', 'code': '12'}, {'body': 'UK Content Provider', 'code': '12'}, {'body': 'Film & Publication Board', 'code': '13', 'subRating': 'Violence'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '12'}, {'body': 'Australian Classification Board', 'code': 'M 15+', 'subRating': 'Violence'}, {'body': 'Régie du cinéma', 'code': 'G'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '14'}, {'body': 'Medietilsynet', 'code': '15 år'}]",240,360,assets/p18278_v_v5_ai.jpg,VOD Art,yes,true,20622,SHOBET,Digital,SDTV,360,270,assets/s20622_ll_h3_ad.png,Logo,true,555,,,,,,
2020-11-10T19:35Z,2020-11-10T21:30Z,115,"['CC', 'DD 5.1', 'Stereo']",['553'],,16153,MV001511570000,34949,Feature Film,Alfie,2004.0,2004-11-05,en,en,Movie,['Comedy drama'],,"British-born ladies' man Alfie (Jude Law) exploits his job as a New York City limousine driver to meet and sleep with attractive women -- which infuriates his pseudo-girlfriend Julie (Marisa Tomei), a single mom. His libertine lifestyle is interrupted, however, when his girl-crazy ways end up hurting his best friend, Marlon (Omar Epps). Desperate, Alfie attempts a go at monogamy with the ravishing Nikki (Sienna Miller), but even her good looks aren't enough to keep him out of trouble for long.",A Londoner (Jude Law) continues his womanizing ways while working as a chauffeur in New York.,"['Jude Law', 'Marisa Tomei', 'Omar Epps']",['Charles Shyer'],TMS,2.5,"[{'body': 'Motion Picture Association of America', 'code': 'R', 'subRating': 'Sexual Content|Drug Use'}, {'body': 'British Board of Film Classification', 'code': '15', 'subRating': 'Strong Language|Moderate Nudity|Sex References'}, {'body': ""Alberta's Film Classification Board"", 'code': '14A'}, {'body': 'B.C. Film Classification Office', 'code': '14A', 'subRating': 'Sexually Suggestive Scenes|Nudity|Coarse Language'}, {'body': 'Manitoba Film Classification Board', 'code': '14A', 'subRating': 'Not Recommended for Children'}, {'body': 'Régie du cinéma', 'code': '13+'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': '14A', 'subRating': 'Sexually Suggestive Scenes|Nudity|Coarse Language'}, {'body': 'UK Content Provider', 'code': '15'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '16'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '12'}, {'body': 'Australian Classification Board', 'code': 'M 15+'}, {'body': 'Film & Publication Board', 'code': '16'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'B15'}, {'body': 'Instituto de Cinematografía y de las Artes Visuales', 'code': '12'}]",240,360,assets/p34949_p_v5_aa.jpg,Poster Art,yes,true,16153,SHOCSE,Digital,SDTV,360,270,assets/s16153_ll_h3_ac.png,Logo,true,553,,,,,Alfie (2004),en
2020-11-10T19:35Z,2020-11-10T21:10Z,95,"['CC', 'DD 5.1']",['516'],,18431,MV003685450000,8786251,Feature Film,Journey 2: The Mysterious Island,2012.0,2012-02-10,en,en,Movie,"['Adventure', 'Fantasy', 'Children']",Children,"Now 17, Sean Anderson (Josh Hutcherson) receives a coded distress signal from an island where none should exist. Knowing that he will not be able to dissuade Sean from tracking the signal to its source, Hank (Dwayne Johnson), Sean's new stepfather, joins the teen on a quest to the South Pacific. Together with helicopter pilot Gabato (Luis Guzmán) and Gabato's feisty daughter, Kailani (Vanessa Hudgens), they set out to find the island and rescue its sole human inhabitant (Michael Caine).","Sean Anderson and his new stepfather find an island of secrets, strange life forms, and gold.","['Dwayne Johnson', 'Michael Caine', 'Josh Hutcherson']",['Brad Peyton'],TMS,2,"[{'body': 'Motion Picture Association of America', 'code': 'PG', 'subRating': 'Brief Mild Language|Some Adventure Action'}, {'body': 'British Board of Film Classification', 'code': 'PG', 'subRating': 'Mild Adventure Action'}, {'body': 'Manitoba Film Classification Board', 'code': 'PG', 'subRating': 'Frightening Scenes'}, {'body': ""Alberta's Film Classification Board"", 'code': 'PG'}, {'body': 'B.C. Film Classification Office', 'code': 'G', 'subRating': 'May Frighten Young Children'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': 'G', 'subRating': 'May Frighten Young Children'}, {'body': 'Régie du cinéma', 'code': 'G'}, {'body': 'UK Content Provider', 'code': 'PG'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': 'L'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '0'}, {'body': 'Australian Classification Board', 'code': 'PG', 'subRating': 'Some Scary Scenes'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'A'}]",240,360,assets/p8786251_v_v5_ab.jpg,VOD Art,yes,true,18431,HBOZ,Digital,SDTV,360,270,assets/s18431_ll_h3_aa.png,Logo,true,516,,,,,,
2020-11-10T19:35Z,2020-11-10T21:25Z,110,"['CC', 'DD 5.1', 'Stereo']",['533'],,18433,MV000400150000,15872,Feature Film,The Shadow,1994.0,1994-07-01,en,en,Movie,"['Action', 'Adventure']",,"Set in 1930s New York, a reformed criminal becomes a superhero. With the aid of a beautiful female friend, a playboy millionaire with a dark past sets out to bring the evil Shiwan Khan to justice. His quarry, who is determined to attain world domination, is a deadly descendant of Genghis Khan and will not surrender without a fight.",Caped avenger (Alec Baldwin) battles villain (John Lone) in 1930s Manhattan.,"['Alec Baldwin', 'John Lone', 'Penelope Ann Miller']",['Russell Mulcahy'],TMS,2.5,"[{'body': 'Motion Picture Association of America', 'code': 'PG-13'}, {'body': 'British Board of Film Classification', 'code': '12'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '14'}, {'body': 'Australian Classification Board', 'code': 'PG', 'subRating': 'Medium Level Violence'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '12'}, {'body': 'Régie du cinéma', 'code': 'G'}, {'body': 'Film & Publication Board', 'code': '16'}, {'body': 'Medietilsynet', 'code': '15 år'}]",240,360,assets/p15872_v_v5_ap.jpg,VOD Art,yes,true,18433,ACMAX,Digital,SDTV,360,270,assets/s18433_ll_h3_ad.png,Logo,true,533,,,,,,
2020-11-10T19:35Z,2020-11-10T21:07Z,92,"['CC', 'DD 5.1', 'Stereo']",['542'],,18436,MV001793420000,162334,Feature Film,Let's Go to Prison,2006.0,2006-11-17,en,en,Movie,['Comedy'],,"Career criminal John Lyshitski (Dax Shepard) wants revenge on the now-dead judge who put him away. He gets a prime opportunity when the judge's son (Will Arnett), though innocent of a crime, is convicted and sent to jail. John immediately has himself thrown back in the clink to become Nelson's cellmate and make sure he gets the full prison experience.",A crook gets himself sent back to jail to share a cell with the son of the judge who put him away.,"['Dax Shepard', 'Will Arnett', 'Chi McBride']",['Bob Odenkirk'],TMS,1.5,"[{'body': 'Motion Picture Association of America', 'code': 'R', 'subRating': 'Sexual Content|Language|Some Violence|Drug Material'}, {'body': 'Régie du cinéma', 'code': 'G', 'subRating': 'Not Rec. for Young Children'}, {'body': 'B.C. Film Classification Office', 'code': '14A', 'subRating': 'Violence|Coarse Language'}, {'body': 'Saskatchewan Film and Video Classification Board', 'code': '14A', 'subRating': 'Violence|Coarse Language'}, {'body': 'Manitoba Film Classification Board', 'code': '14A', 'subRating': 'Coarse Language|Violence|Not Rec. for Young Children'}, {'body': ""Alberta's Film Classification Board"", 'code': '14A', 'subRating': 'Coarse Language'}, {'body': 'Maritime Film Classification Board', 'code': '14', 'subRating': 'Mature Theme'}, {'body': 'British Board of Film Classification', 'code': '15'}, {'body': 'Departamento de Justiça, Classificação, Títulos e Qualificação', 'code': '14'}, {'body': 'Freiwillige Selbstkontrolle der Filmwirtschaft', 'code': '16'}, {'body': 'Australian Classification Board', 'code': 'M 15+', 'subRating': 'Moderate Sex References|Coarse Language|Drug Use|Moderate Violence'}, {'body': 'Mediakasvatus- ja kuvaohjelmayksikkö', 'code': 'K12'}, {'body': 'Film & Publication Board', 'code': '16'}]",240,360,assets/p162334_v_v5_ab.jpg,VOD Art,yes,true,18436,THMAXP,Digital,SDTV,360,270,assets/s18435_ll_h3_ad.png,Logo,true,542,,,,,,
2020-11-10T19:35Z,2020-11-10T21:30Z,115,['CC'],['596'],,66073,MV000257330000,11136,Feature Film,Criminal Law,1988.0,1988-09-15,en,en,Movie,['Crime drama'],,"Up-and-coming Boston attorney Ben Chase (Gary Oldman) successfully defends wealthy Martin Thiel (Kevin Bacon) on the charge of a particularly vicious murder. Within 24 hours, another similarly styled murder occurs -- with a new twist that allows Chase to realize he has allowed a guilty man to run free. Chase is startled when Thiel contacts him, requesting he defend him again. Recklessly agreeing in order to gather evidence against Thiel, Chase is soon dragged into the killer's twisted game.",Boston lawyer (Gary Oldman) puts rich killer (Kevin Bacon) back on street.,"['Gary Oldman', 'Kevin Bacon', 'Karen Young']",['Martin Campbell'],TMS,3,"[{'body': 'Motion Picture Association of America', 'code': 'R'}, {'body': 'Dirección General de Radio, Televisión y Cinematografía', 'code': 'B'}, {'body': 'British Board of Film Classification', 'code': '18'}, {'body': 'Régie du cinéma', 'code': '13+'}, {'body': 'Australian Classification Board', 'code': 'M 15+'}, {'body': 'Medietilsynet', 'code': '15 år'}]",240,360,assets/p11136_v_v5_ab.jpg,VOD Art,yes,true,66073,EPIXP,Digital,SDTV,360,270,assets/s65669_ll_h3_ad.png,Logo,true,596,,,,,,
